Name;TobEx;Params;Label
Rest;false;null;This action applies the benefits of resting (i.e. healing, restoring spells and restoring abilities) to the active creature. The action does not play the rest movie or advance game time. 
RestNoSpells;false;null;This action rests the party, but doesn't force healing spells to be cast on injured party members. 
RestorePartyLocations;false;null;This action moves the party to the stored locations (previously stored with StorePartyLocations). The action clears the stored locations from the GAM file. 
RestParty;false;null;This action duplicates the effects of resting. Such resting is not interruptible, and functions even if enemies are nearby. 
RevealAreaOnMap;false;S:ResRef;This action reveals an area on the worldmap, enabling travelling to it. 
RunAwayFrom;false;O:Creature,I:Time;This action causes the active creature to run away from the specified creature, for the specified time. The time parameter is measured in AI updates, which default to 15 updates per second. Occasionally, fleeing creatures stop to attack another creature. 
RunAwayFromNoInterrupt;false;O:Creature,I:Time;This action causes the active creature to run away from the specified creature, for the specified time. The time parameter is measured in AI updates, which default to 15 updates per second. Occasionally, fleeing creatures stop to attack another creature. Conditions are not checked until the time has expired. 
SaveGame;false;I:Slot;This action saves the game in the specified save slot. 
SaveLocation;false;S:Area,S:Global,P:Point;This action is similar to StorePartyLocations() but with one object. 
SaveObjectLocation;false;S:Area,S:Global,O:Object;This action stores the location of the specified object in the named variable. 
ScreenShake;false;P:Point,I:Duration;This action shakes the game view. The point parameter dictates how far to shake the screen along the x and y axis. The duration parameter dictates how long the shaking lasts.
SelectWeaponAbility;false;I:WeaponNumSlots,I:AbilityNum;This action instructs the active creature to select the specified slot, and use the ability in the extended header specified by the ability parameter. 
SendTrigger;false;O:Target,I:TriggerNum;This action is used as a form of script communication, in conjunction with the Trigger() trigger. The action has the same range as GiveOrder and affects only one creature at a time. Note that the LastTrigger() object does not get set after receiving a trigger. 
SetAreaRestFlag;false;I:CanRest;This action dictates whether resting is allowed in the current area. 
SetBeenInPartyFlags;false;null;This action sets the BeenInParty flag in the CRE file of the active creature. This action also triggers appropriate dialog and script file changes (as referenced in PDIALOG.2da). 
SetCursorState;false;I:BOOLBOOLEAN;This action starts a cutscene. Player control is removed, though all scripts keep running. Note that actions already in the action list are not cleared without an explicit call to ClearAllActions. 
SetCutSceneLite;false;I:BOOLBOOLEAN;This action starts a cutscene. Player control is removed, though all scripts keep running. Note that actions already in the action list are not cleared without an explicit call to ClearAllActions. 
SetDialog;false;S:DialogFile;This action sets the dialog file of the active creature to the specified file. SetDialogue('') will set the dialog file to nothing. 
SetDialogue;false;S:DialogFile;This action sets the dialog file of the active creature to the specified file. SetDialogue('') will set the dialog file to nothing. 
SetEncounterProbability;false;S:FromArea,S:ToArea,I:Probability;This action modifies the probability of a travel encounter (by modifying fields in the WMP file) between the specified areas. 
SetGabber;false;O:Object;This action updates various tokens based on the specified object. 
SetGlobal;false;S:Name,S:Area,I:Value;This action sets a variable (specified by name) in the scope (specified by area) to the value (specified by value). See the variable type appendix for details on variables. 
SetGlobalTimer;false;S:Name,S:Area,I:TimeGTimes;This action sets a global timer. The timer is checked by the GlobalTimerExpired trigger or GlobalTimerNotExpired trigger. 
SetHomeLocation;false;P:Point;This action stores a 'home' location into memory for a creature. The location is not saved. 
SetInterrupt;false;I:StateBoolean;This action sets whether a creature can be interrupted while carrying out script actions. 
SetLeavePartyDialogFile;false;null;This action sets the dialog for the active creature to their leave dialog. 
SetLeavePartyDialogueFile;false;null;This action sets the dialog for the active creature to their leave dialog. 
SetMasterArea;false;S:Name;This action adds the specified area to the top of the area script processing stack. When the player enters an area that is not in the mastarea.2da the associated script is added to the bottom of the area script processing stack. When the player enters an area that is in mastarea.2da the associated script is added to the top of the area script processing stack. 
SetMoraleAI;false;I:MoraleMoraleAI;This action has not been seen to produce any results. 
SetName;false;I:STRREF;This action changes the name of the active creature to the specified strref. 
SetNumTimesTalkedTo;false;I:Num;This action sets the number of times the active creature has been talked to (by player characters). 
SetPlayerSound;false;O:Object,I:STRREF,I:SlotNumSNDSLOT;This action changes the specified sound reference (SndSlot) on the specified creature to the specified value. It should be noted that the biography can be changed by this action, as it is listed as a SoundSlot (EXISTANCE5). 
SetQuestDone;false;I:STRREF;This action removes the specified strref from the quest section of the journal. 
SetRestEncounterProbabilityDay;false;I:Prob;This action modifies the probability of a daytime rest interruption (by modifying fields in the ARE file). 
SetRestEncounterProbabilityNight;false;I:Prob;This action modifies the probability of a night-time rest interruption (by modifying fields in the ARE file). 
SetSequence;false;I:SequenceSEQ;This action instructs the active creature to perform the specified animation sequence. Values are from seq.ids. 
SetToken;false;S:Token,I:STRREF;This action sets the specified token to the specified value. Whenever the token is then used within a strref, the current value of the token will be displayed. Values assigned by this action are not saved. 
SetTokenGlobal;false;S:GLOBAL,S:Area,S:Token;This action sets the specified token to the given variable (in the specified scope). 
SetTokenObject;false;S:Token,O:Object;This action can transfer a token value from the performer of the action to the target. The action can also be used for targeting: using SetTokenObject('MYTARGET',[ENEMY.0.0.MAGE_ALL]) will set a target marker on the nearest enemy mage. You could then use Attack('MYTARGET') to attack that mage. Values assigned by this action are not saved. 
SetupWish;false;I:Column,I:Count;This action instructs the engine to use the fourth column of wish.2da and carry out a RandomNum(2,1) action starting at the top and working down. If the RandomNum returns with a 1 then the appropriate global for that spell is set. Once the maximum 'wish choices' have been selected, the dialog continues and casts the selected spell. 
SetupWishObject;false;O:Creature,I:Count;This action instructs the engine to use the fourth column of wish.2da and carry out a RandomNum(2,1) action starting at the top and working down. If the RandomNum returns with a 1 then the appropriate global for that spell is set. Once the maximum 'wish choices' have been selected, the dialog continues and casts the selected spell. 
SG;false;S:Name,I:Num;This action acts as a shortcut for SetGlobal(). The action can only set global variables. 
Shout;false;I:IDSHOUTIDS;This action is used to shout the specified number. The action is used in conjunction with the Heard trigger. A silenced creature cannot shout. Shout can be Heard() throughout the current area.
SmallWait;false;I:Time;This action is similar to Wait(), it causes a delay in script processing. The time is measured in AI updates (which default to 15 per second) 
SoundActivate;false;O:Object,I:StateBOOLEAN;This action is used in conjunction with ambient sounds in ARE files. The action sets the enabled state of an ambient sound (specified by the object parameter). 
SpawnPtActivate;false;O:Object;As it says, this action will activate a spawn point in an area. The Object should be the name of the spawn point as written in the ARE file. 
SpawnPtDeactivate;false;O:Object;This action is used in conjunction with spawn points in ARE files. The action sets the enabled state of a spawn point (specified by the object parameter). 
SpawnPtSpawn;false;O:Object;This action causes an activated spawn point to spawn creatures, regardless of whether the time for spawning has expired. The Object should be the name of the spawn point as written in the ARE file 
Spell;false;O:Target,I:SpellSpell;This action causes the active creature to cast the specified spell at the target object. The spell must currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long. This action may not be reliable. 
SpellNoDec;false;O:Target,I:SpellSpell;This action causes the active creature to cast the specified spell at the target object. The spell need not be currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. The spell will not be removed from the casters memory after casting. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long. This action may not be reliable. 
SpellNoDecRES;false;S:RES,O:Target;This action causes the active creature to cast the specified spell at the target object. The spell need not be currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. The spell will not be removed from the casters memory after casting. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long. This action may not be reliable. 
SpellPoint;false;P:Target,I:SpellSpell;This action causes the active creature to cast the specified spell at the specified point ([x.y]). The spell must currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long.  
SpellPointNoDec;false;P:Target,I:SpellSpell;This action causes the active creature to cast the specified spell at the specified point ([x.y]). The spell must currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. The spell will be removed from the casters memory. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long. 
SpellPointNoDecRES;false;S:RES,P:Target;This action causes the active creature to cast the specified spell at the specified point ([x.y]). The spell must currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. The spell will be removed from the casters memory. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long. 
SpellPointRES;false;S:RES,P:Target;This action causes the active creature to cast the specified spell at the specified point ([x.y]). The spell must currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long.  
SpellRES;false;S:RES,O:Target;This action causes the active creature to cast the specified spell at the target object. The spell must currently be memorised by the caster, and may be interrupted while being cast. The caster must meet the level requirements of the spell. For the RES version of the action, the spell name can not consist of only numbers, should be written in upper case and should be no more than 7 characters long. This action may not be reliable. 
StartCombatCounter;false;null;This action can be used to manually start the combat counter. 
StartCutScene;false;S:CutScene;This action starts a cutscene. a cinematic sequence that removes the GUI and player control. The cutscene parameter is the script name to run. 
StartCutSceneMode;false;null;This action starts a cutscene. Player control is removed, and scripts stop running. Note that actions already in the action list are not cleared without an explicit call to ClearAllActions. 
StartDialog;false;S:DialogFile,O:Target;This action instructs the active creature to start the specified dialog with the specified target. The dialog can be initiated from a distance and must have at least one state with all its top level conditions true else it will not initiate. The active creature has its dialog file permanently set to the file specified by the DialogFile parameter. 
StartDialogInterrupt;false;S:DialogFile,O:Target;These actions work the same as their counterpart dialog actions. The only difference is that they are important enough to interrupt other dialogs already in action. 
StartDialogNoName;false;S:DialogFile,O:Target;This action instructs the active creature to start the specified dialog with the specified target. The dialog can be initiated from a distance and must have at least one state with all its top level conditions true else it will not initiate. The active creature name will not appear as the dialog attribution. 
StartDialogNoSet;false;O:Object;This action instructs the active creature to initiate dialog with the target object, using its currently assigned dialog file. This action can be used from a distance and will work whether the target creature is in sight or not. Dialog will not be initiated if the creature using this action has been assigned a dialog that has all top level conditions returning false. If the target is invalid, the active creature will initiate dialog with Player1. 
StartDialogNoSetInterrupt;false;O:Object;These actions work the same as their counterpart dialog actions. The only difference is that they are important enough to interrupt other dialogs already in action. 
StartDialogOverride;false;S:DialogFile,O:Target;This action instructs the active creature to start the specified dialog with the specified target. The dialog can be initiated from a distance and must have at least one state with all its top level conditions true else it will not initiate. The active creature will not have its dialog file permanently set to the file specified by the DialogFile parameter. 
StartDialogOverrideInterrupt;false;S:DialogFile,O:Target;This action has not been seen to produce any results. 
StartDialogue;false;S:DialogFile,O:Target;This action instructs the active creature to start the specified dialog with the specified target. The dialog can be initiated from a distance and must have at least one state with all its top level conditions true else it will not initiate. The active creature has its dialog file permanently set to the file specified by the DialogFile parameter. 
StartDialogueInterrupt;false;S:DialogFile,O:Target;These actions work the same as their counterpart dialog actions. The only difference is that they are important enough to interrupt other dialogs already in action. 
StartDialogueNoSet;false;O:Object;This action instructs the active creature to initiate dialog with the target object, using its currently assigned dialog file. This action can be used from a distance and will work whether the target creature is in sight or not. Dialog will not be initiated if the creature using this action has been assigned a dialog that has all top level conditions returning false. If the target is invalid, the active creature will initiate dialog with Player1. 
StartDialogueNoSetInterrupt;false;O:Object;These actions work the same as their counterpart dialog actions. The only difference is that they are important enough to interrupt other dialogs already in action. 
StartMovie;false;S:ResRef;This action is used to a play a movie (MVE file). 
StartMusic;false;I:Slot,I:FlagsMFLAGS;This action tarts playing a music track. The slot parameter refers to the music slots contained in the ARE header. The flag parameter indicates how the music should be played - values are from mflags.ids. 
StartRainNow;false;null;This action will immediately set the weather to raining, over the current overlay (rather than taking several seconds to darken the area before starting to rain). 
StartStore;false;S:Store,O:Target;This action starts the specified store with the specified object. 
StartTimer;false;I:ID,I:Time;This action starts a timer local to the active creature. The timer is measured in seconds, and the timer value is not saved in save games. The timer is checked with the TimerExpired trigger. 
StateOverrideFlag;false;I:StateBoolean;This action instructs all creatures in the current area(?) ignore the following states flags for the time specified, or until a save-game reload. The creatures still have the state flags set. This action mainly seems to be used to get player characters to look like they are 'paying attention' to anything that is happening around them. 
StateOverrideTime;false;I:Time;This action instructs all creatures in the current area(?) ignore the following states flags for the time specified, or until a save-game reload. The creatures still have the state flags set. This action mainly seems to be used to get player characters to look like they are 'paying attention' to anything that is happening around them. 
StaticPalette;false;S:Palette,O:Object;This action changes the palette (BMP file) of the specified animation object. 
StaticSequence;false;O:Object,I:Sequence;This action is used in conjunction with animations in ARE files. The action will start the specified animation sequence. 
StaticStart;false;O:Object;This action is used in conjunction with animations in ARE files. The action will start the specified animation. 
StaticStop;false;O:Object;This action is used in conjunction with animations in ARE files. The action will stop the specified animation. 
StorePartyLocations;false;null;This action stores the current location of party members in the GAM file. 
Swing;false;null;This action instructs the active creature to play the swing weapon animation. Note that some objects do not have this animation. 
SwingOnce;false;null;This action instructs the active creature to play the swing weapon animation once. Note that some objects do not have this animation. 
TakeItemListParty;false;S:ResRef;This action removes the items listed in the specified 2DA file from the party. 
TakeItemListPartyNum;false;S:ResRef,I:Num;This action will remove the specified number of items from the party, as listed in the specified 2DA file. 
TakeItemReplace;false;S:Give,S:Take,O:Object;This action replaces the item in second parameter with the item in first parameter. If the target does not have the item in the second parameter, the item in the first parameter will still be created in the inventory. Note that this action will not automatically equip the item that's created. 
TakePartyGold;false;I:Amount;This action takes the specified amount of gold from the party. If performed by a party member, the gold is transferred to that characters gold stat (in the CRE file) and re-added to the party pot when the character re-joins the party. 
TakePartyItem;false;S:Item;This action takes a single instance of the specified item from the party (unless the item exists in a stack, in which case the entire stack is taken). Characters are checked in current party order. The item is transferred to the inventory of the active creature. If there are multiple calls to TakePartyItem() in the same block, each with the same item specified, only one call will actually remove an item (on each execution of the block). If an item is found in a container on an earlier player and in the inventory of a later player, both item instances may be removed. 
TakePartyItemAll;false;S:Item;This action removes all instances of the specified item from the party. The items are placed in the inventory of the active creature. Items contained in containers (e.g. Bag of Holding) are not taken. 
TakePartyItemNum;false;S:ResRef,I:Num;This action will remove a number of instances (specified by the Num parameter) of the specified item from the party. The items will be removed from players in order, for example. Player1 has 3 instances of 'MYITEM' in their inventory, Player2 has 2 instance of 'MYITEM,' and Player3 has 1 instance. If the action TakePartyItemNum('MYITEM', 4) is run, all 3 instances of 'MYITEM' will be taken from Player1, and 1 instance will be taken from Player2. This leaves Player2 and Player3 each with one instance of 'MYITEM.' If the last item of an item type stored in a container STO file is removed by this action, the amount becomes zero. Items with zero quantities cannot be seen in-game, cannot be removed by TakePartyItem, and will not count toward a container's current item load. If the item to be taken is in a stack, and the stack is in a quickslot, the item will be removed, and the remaining stack will be placed in the inventory. If the inventory is full, the stack item will be dropped on the ground. 
TakePartyItemRange;false;S:Item;This action instructs the active creature to take the specified item from the party, if they are nearby. A range for the action cannot be specified. 
TextScreen;false;S:TextList;This action displays a textscreen, showing text and graphics from the specified 2DA file. 
TriggerActivation;false;O:Object,I:StateBoolean;This action is used in conjunction with trigger region in ARE files. The action sets the activation state a trigger region (specified by the object parameter). 
TriggerWalkTo;false;O:Object;This action has not been seen to produce any results. 
Turn;false;null;This action turns any undead creatures within range of the active creature. This action can be used for any creature (not just paladins/clerics) though success in turning is dependent on the Turn Undead level of the creature, which is only calculated for paladins and clerics. The chance to successfully turn undead is based on creatures level and class. Paladins turn at 2 levels less than clerics of the same level. An undead creature will be destroyed/controlled if its level is more than 7 levels below the active creatures turn undead level. An undead creature may be turned (i.e. forced to flee) is its level is equal to, or up to 4 levels below, the active creatures turn undead level.
UndoExplore;false;null;This action resets the fog of war for the area the active creature is in.  
UnhideGUI;false;null;This action restores the docking borders, menus etc. to the sides of the screen. 
Unlock;false;O:Object;This action will unlock the specified door/container. 
UnlockScroll;false;null;This action unlocks the screen if it has been locked. 
UseContainer;false;null;This action is used by the engine internally. An object id is expected in the in1 parameter. 
UseDoor;false;null;This action is used by the engine internally. An object id is expected in the in1 parameter. 
UseItem;false;S:Object,O:Target;This action instructs the active creature to use the specified item (object) on the specified target (target). The ability number (i.e. extended header index) to use may be specified. This action is most often used to allow use of potions and wands. The item to be used must exist in the active creature's inventory (not in a container within the inventory) - though it need not be equipped.
UseItemPoint;false;S:Item,P:Target,I:Ability;This action has not been seen to produce any results. 
UseItemPointSlot;false;P:Target,I:Slot;This action has not been seen to produce any results. 
UseItemSlot;false;O:Target,I:SlotSLOTS;This action instructs the active creature to use the specified item (object) on the specified target (target). The ability number (i.e. extended header index) to use may be specified. This action is most often used to allow use of potions and wands. The item to be used must exist in the active creature's inventory (not in a container within the inventory) - though it need not be equipped.
VEquip;false;I:item;This action will sequentially change the visual representation of armour the active creature is wearing. The action cycles from the lowest (none) to the highest (plate mail) armour level. 
VerbalConstant;false;O:Object,I:ConstantsoundOff;This action plays a sound linked to the object. 
VerbalConstantHead;false;O:Object,I:ConstantsoundOff;This action plays the specified sound from the character's soundset. 
Wait;false;I:Time;This action causes a delay in script processing. The time is measured in seconds. 
Weather;false;I:WeatherWeather;This action changes the weather. The action only works in outdoors areas that have weather enabled in the ARE file. Values for the weather parameter are from weather.ids. Note that the fog weather type does not work. 
Assign;true;S:Statement,I:TypeArgType,I:Local;Assigns a value determined by Statement of the type Type from ARGTYPE.IDS (INT integer, or STR string) to a local action block variable. The general form of Statement is 'prefix[params]'. If Object is specified, the value of Statement is determined relative to Object instead of the object that owns the script. This action is ignored by prior Eval() actions.
AssignFromObject;true;S:Statement*,O:Object,I:TypeArgType,I:Local;Assigns a value determined by Statement of the type Type from ARGTYPE.IDS (INT integer, or STR string) to a local action block variable. The general form of Statement is 'prefix[params]'. If Object is specified, the value of Statement is determined relative to Object instead of the object that owns the script. This action is ignored by prior Eval() actions.
Eval;true;S:Expression,I:TypeArgType,I:Loc;Overwrites the (Loc)th argument of type Type from ARGTYPE.IDS (INT integer, or STR string) in the next action with the value returned by Expression. To replace point X and point Y, use a Loc value of 4 and 5, respectively. This action skips subsequent Assign() and Eval() actions when determining in which action to overwrite a value. This action does not overwrite values of actions beyond ClearBlockVariables() actions.
ClearBlockVariables;true;null;Sets all action block integer variables to 0 and empties all actions block string variables. 
